host_name,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,property_type,city,rating,no._of_bedrooms,no._of_beds,no._of_baths
Ronit,Ward 54,-33.92521,18.38539,Entire home/apt,3200.0,3,75,2023-11-29,0.87,1,126,15,Rental unit,Cape Town,4.67,1.0,2.0,1.0
Albertus,Ward 115,-33.91071,18.405,Entire home/apt,1985.0,2,104,2023-12-15,1.19,54,303,20,Rental unit,Cape Town,4.69,1.0,1.0,1.0
Graham,Ward 73,-34.0303,18.4594,Private room,464.0,4,21,2021-05-29,0.24,2,358,0,Home,Cape Town,4.76,1.0,1.0,1.0
Claire,Ward 62,-34.02555,18.41528,Entire home/apt,14000.0,12,0,,,2,0,0,Villa,Cape Town,,5.0,6.0,3.0
Roniël,Ward 15,-34.04903,18.81985,Entire home/apt,2000.0,7,0,,,1,0,0,Home,Cape Town,,4.0,5.0,2.0
Beryl,Ward 74,-34.00882,18.34516,Entire home/apt,8500.0,14,1,2022-12-31,0.08,1,116,1,Home,Cape Town,,3.0,4.0,2.0
Lollo & Oscar,Ward 23,-33.81547164916992,18.476390838623047,Private room,820.0,2,4,2020-11-15,0.05,2,173,0,Home,Cape Town,5.0,1.0,1.0,1.0
Nicole,Ward 62,-33.9984,18.4502,Entire home/apt,1350.0,2,7,2022-12-23,0.1,1,0,0,Guest suite,Cape Town,5.0,1.0,2.0,1.0
Patrick,Ward 83,-34.11626,18.82629,Entire home/apt,1812.0,1,0,,,2,0,0,Rental unit,Cape Town,,2.0,2.0,2.0
"June,Shane",Ward 59,-33.97935,18.45337,Private room,800.0,1,30,2023-11-27,0.42,9,355,9,Home,Cape Town,4.4,1.0,2.0,1.0
"June,Shane",Ward 62,-33.98087,18.45219,Private room,950.0,1,92,2023-11-10,1.05,9,359,20,Home,Cape Town,4.4,1.0,2.0,1.0
Brian,Ward 64,-34.08317,18.47268,Entire home/apt,2500.0,3,5,2022-04-21,0.06,1,190,0,Home,Cape Town,5.0,3.0,6.0,3.0
Emile,Ward 61,-34.16791,18.42726,Entire home/apt,5500.0,10,0,,,1,0,0,Home,Cape Town,,2.0,3.0,2.0
Jacqui,Ward 84,-34.08129,18.86787,Entire home/apt,1175.0,1,12,2023-11-25,0.25,6,238,2,Cottage,Cape Town,4.17,2.0,3.0,2.0
Ingrid,Ward 71,-34.051716,18.441898,Entire home/apt,3000.0,7,2,2023-02-19,0.08,1,318,1,Home,Cape Town,,3.0,3.0,3.0
Steven,Ward 54,-33.93055,18.38279,Private room,1276.0,3,11,2023-11-06,0.13,4,352,1,Villa,Cape Town,4.55,1.0,1.0,1.0
Brett,Ward 62,-34.01684,18.43869,Entire home/apt,18000.0,7,11,2023-01-10,0.13,1,354,1,Home,Cape Town,5.0,4.0,5.0,2.0
Lee,Ward 54,-33.94866,18.38526,Private room,1500.0,2,44,2023-12-15,0.51,1,320,4,Home,Cape Town,4.93,1.0,1.0,1.0
Magdalena,Ward 64,-34.14033,18.42362,Entire home/apt,7000.0,2,1,2023-01-10,0.08,3,89,1,Floor,Cape Town,,3.0,3.0,1.0
Dave,Ward 59,-33.98443,18.45557,Entire home/apt,6000.0,10,4,2019-12-22,0.05,1,0,0,Home,Cape Town,5.0,4.0,6.0,4.0
Bart,Ward 107,-33.82313,18.47733,Entire home/apt,4098.0,5,35,2023-11-30,0.48,2,221,12,Rental unit,Cape Town,4.8,2.0,3.0,2.0
StofnSara,Ward 58,-33.96083,18.48303,Entire home/apt,5000.0,6,1,2023-01-06,0.08,1,15,1,Home,Cape Town,,4.0,6.0,3.0
Sharon,Ward 57,-33.95087,18.48226,Entire home/apt,1200.0,4,23,2023-12-07,0.28,1,286,2,Rental unit,Cape Town,4.87,2.0,3.0,1.0
Michelle,Ward 58,-33.98013,18.47636,Entire home/apt,3800.0,1,71,2023-12-15,0.84,1,45,9,Home,Cape Town,4.9,3.0,3.0,2.0
Anne,Ward 62,-34.035,18.44288,Entire home/apt,5500.0,12,0,,,1,0,0,Home,Cape Town,,4.0,4.0,2.0
Dean,Ward 55,-33.8953,18.48149,Entire home/apt,5929.0,1,10,2023-12-26,0.12,10,364,1,Rental unit,Cape Town,5.0,2.0,3.0,2.0
Barbara,Ward 57,-33.93584,18.46723,Private room,1982.0,1,1,2023-02-10,0.09,1,365,1,Home,Cape Town,,1.0,2.0,1.0
Grit,Ward 73,-34.03998,18.44791,Entire home/apt,5000.0,19,0,,,3,365,0,Home,Cape Town,,3.0,5.0,2.0
Michael,Ward 15,-34.05647,18.81979,Entire home/apt,1250.0,2,5,2017-02-09,0.06,3,25,0,Rental unit,Cape Town,4.8,1.0,1.0,1.0
Gary,Ward 23,-33.71839,18.44652,Entire home/apt,4790.0,14,2,2017-12-28,0.02,1,0,0,Home,Cape Town,,4.0,4.0,2.0
Bianca,Ward 115,-33.919,18.42559,Entire home/apt,1577.0,3,152,2023-12-11,1.84,25,129,37,Condo,Cape Town,4.64,2.0,4.0,2.0
ImpiloYethu,Ward 74,-34.02903,18.36335,Private room,550.0,1,14,2023-05-07,0.16,2,0,5,Home,Cape Town,4.93,2.0,2.0,1.0
Mary-Louise,Ward 54,-33.9469,18.37914,Entire home/apt,3800.0,2,15,2023-05-03,0.18,13,153,1,Rental unit,Cape Town,5.0,3.0,3.0,3.0
Sven & Pamela,Ward 115,-33.92536,18.42093,Entire home/apt,1200.0,3,252,2023-12-17,2.91,2,74,40,Rental unit,Cape Town,4.91,1.0,1.0,1.0
Joy,Ward 69,-34.10275,18.3672,Entire home/apt,7629.0,6,7,2023-01-05,0.1,4,327,2,Villa,Cape Town,5.0,5.0,6.0,4.0
Lorraine,Ward 115,-33.90835,18.39547,Entire home/apt,1950.0,3,170,2023-11-28,2.03,2,283,38,Rental unit,Cape Town,4.88,2.0,3.0,1.0
Bridget,Ward 64,-34.1456,18.43763,Entire home/apt,1800.0,4,46,2023-12-15,0.54,1,246,12,Rental unit,Cape Town,5.0,2.0,4.0,2.0
Dimi,Ward 54,-33.93873,18.37668,Entire home/apt,1800.0,2,46,2023-10-15,0.55,2,236,12,Villa,Cape Town,4.48,2.0,2.0,2.0
Gina,Ward 74,-34.02146,18.37231,Entire home/apt,4500.0,7,1,2022-12-31,0.08,1,68,1,Home,Cape Town,,3.0,3.0,2.0
Lulu,Ward 77,-33.93945,18.40784,Entire home/apt,10800.0,5,15,2023-04-11,0.17,1,307,4,Home,Cape Town,4.93,4.0,4.0,3.0
Jan,Ward 77,-33.91807,18.41716,Entire home/apt,1500.0,2,130,2023-12-17,1.49,1,209,15,Townhouse,Cape Town,4.79,1.0,1.0,1.0
Jessica,Ward 77,-33.94131,18.42423,Private room,589.0,2,28,2022-06-24,0.33,2,331,0,Rental unit,Cape Town,4.79,2.0,2.0,1.0
Julie,Ward 62,-33.97521,18.44468,Entire home/apt,1200.0,2,121,2023-11-04,1.4,1,141,11,Rental unit,Cape Town,4.87,No bedroom,1.0,1.0
Maris,Ward 59,-33.96971,18.45442,Private room,400.0,2,58,2023-04-16,0.99,1,0,1,Townhouse,Cape Town,4.74,1.0,1.0,1.0
Nicki,Ward 115,-33.92752,18.41097,Entire home/apt,700.0,3,16,2020-01-04,0.19,2,46,0,Rental unit,Cape Town,4.63,1.0,2.0,1.0
Karen,Ward 77,-33.92665,18.40973,Entire home/apt,4000.0,7,17,2023-01-12,0.2,1,21,1,Home,Cape Town,4.88,2.0,3.0,2.0
Lize,Ward 115,-33.90935,18.4097,Entire home/apt,3520.0,2,136,2023-12-10,1.59,1,71,10,Rental unit,Cape Town,4.85,2.0,2.0,2.0
Antje,Ward 57,-33.95153,18.48243,Entire home/apt,688.0,2,98,2023-12-03,1.13,1,153,10,Guest suite,Cape Town,4.98,1.0,2.0,1.0
Francois,Ward 15,-34.05923,18.8297,Entire home/apt,447.0,2,52,2023-12-07,0.6,2,77,12,Rental unit,Cape Town,4.73,1.0,2.0,1.0
Leigh,Ward 74,-34.00936,18.37644,Entire home/apt,6500.0,7,2,2018-01-02,0.02,1,208,0,Home,Cape Town,,3.0,5.0,2.0
Benita,Ward 83,-34.10226,18.8171,Entire home/apt,950.0,2,20,2021-03-07,0.23,2,260,0,Condo,Cape Town,4.75,2.0,4.0,2.0
Crispian,Ward 15,-34.04839,18.81742,Entire home/apt,4000.0,14,1,2017-01-04,0.01,1,173,0,Home,Cape Town,,2.0,4.0,2.0
Nikky,Ward 115,-33.91509,18.42017,Entire home/apt,2000.0,7,2,2018-01-05,0.02,1,76,0,Rental unit,Cape Town,,2.0,3.0,2.0
Nandi & Elmarie Experience Creators,Ward 73,-34.04116,18.44459,Entire home/apt,13999.0,7,8,2023-04-22,0.11,28,292,3,Home,Cape Town,4.63,4.0,5.0,3.0
Oana,Ward 115,-33.92868,18.42213,Entire home/apt,1126.0,5,30,2021-05-22,0.37,1,286,0,Loft,Cape Town,4.73,1.0,1.0,1.0
Sheina R,Ward 54,-33.91604,18.38868,Private room,1600.0,2,1,2023-01-01,0.08,1,0,1,Rental unit,Cape Town,,1.0,1.0,1.0
Sam,Ward 107,-33.80627,18.51333,Private room,832.0,1,2,2019-01-03,0.03,1,0,0,Townhouse,Cape Town,,1.0,1.0,1.0
Kobie,Ward 15,-34.05927,18.83627,Entire home/apt,600.0,2,101,2023-12-04,1.38,1,156,9,Rental unit,Cape Town,4.93,1.0,1.0,1.0
Fiona,Ward 115,-33.9114,18.40818,Entire home/apt,2400.0,2,56,2021-01-01,0.64,1,24,0,Rental unit,Cape Town,4.95,2.0,2.0,2.0
Dominique,Ward 58,-33.9807,18.48365,Entire home/apt,630.0,2,68,2023-11-30,0.8,2,287,4,Guesthouse,Cape Town,4.66,1.0,1.0,1.0
ImpiloYethu,Ward 74,-34.0274,18.36207,Private room,550.0,1,2,2022-01-16,0.02,2,0,0,Home,Cape Town,,1.0,1.0,1.0
Elize,Ward 54,-33.95591,18.37886,Entire home/apt,8379.0,3,20,2023-11-26,0.32,19,310,5,Rental unit,Cape Town,4.85,2.0,2.0,2.0
Hildegarde,Ward 61,-34.13716,18.32382,Entire home/apt,858.0,2,94,2023-12-20,1.11,2,307,18,Guesthouse,Cape Town,4.89,1.0,1.0,1.0
Haley,Ward 61,-34.13736,18.32573,Entire home/apt,8164.0,5,30,2023-10-22,0.35,5,316,6,Home,Cape Town,4.73,4.0,4.0,3.0
Carmen,Ward 54,-33.95221,18.37957,Entire home/apt,12357.0,3,125,2023-11-19,1.47,8,86,14,Home,Cape Town,4.82,4.0,5.0,3.0
Friedrich,Ward 54,-33.96346,18.37868,Entire home/apt,12860.0,3,28,2023-12-22,0.38,2,302,3,Villa,Cape Town,4.89,4.0,4.0,2.0
Odette,Ward 54,-33.95552,18.38757,Entire home/apt,800.0,3,64,2023-12-15,0.75,1,106,14,Cottage,Cape Town,4.86,No bedroom,1.0,1.0
Natasja,Ward 74,-34.03579,18.3447,Entire home/apt,1195.0,2,18,2023-03-02,0.21,1,91,2,Rental unit,Cape Town,4.89,1.0,1.0,1.0
Lasse Kylie,Ward 54,-33.92029,18.3881,Entire home/apt,12681.0,5,6,2023-01-07,0.07,3,7,1,Rental unit,Cape Town,4.83,3.0,3.0,3.0
Colleen,Ward 62,-33.99443,18.43464,Entire home/apt,10000.0,14,2,2021-01-05,0.03,2,69,0,Home,Cape Town,,3.0,2.0,3.0
Debbie,Ward 61,-34.14317,18.32412,Entire home/apt,1800.0,2,73,2023-12-15,0.88,1,182,13,Villa,Cape Town,5.0,No bedroom,4.0,1.0
House SOLD,Ward 69,-34.12284,18.39428,Entire home/apt,3000.0,2,0,,,1,83,0,Home,Cape Town,,1.0,1.0,0.0
Caroline,Ward 62,-34.00241,18.46038,Entire home/apt,3500.0,5,3,2021-12-30,0.05,1,0,0,Home,Cape Town,5.0,3.0,6.0,2.0
Pierre,Ward 115,-33.91302,18.42708,Entire home/apt,2857.0,1,141,2023-12-16,1.61,7,118,45,Rental unit,Cape Town,4.88,1.0,1.0,1.0
Raelyn,Ward 54,-33.94794,18.38415,Entire home/apt,1600.0,3,77,2023-12-13,0.89,4,129,25,Rental unit,Cape Town,4.86,No bedroom,1.0,1.0
Bridget,Ward 77,-33.9362,18.41932,Private room,800.0,3,49,2023-12-19,0.57,2,14,13,Townhouse,Cape Town,4.96,1.0,1.0,1.0
Christa,Ward 77,-33.9425,18.41114,Entire home/apt,2586.0,7,37,2023-11-11,0.43,23,340,4,Rental unit,Cape Town,4.73,2.0,3.0,1.0
Priscilla,Ward 71,-34.06092,18.44007,Private room,550.0,2,10,2020-01-06,0.12,1,179,0,Place to stay,Cape Town,4.7,1.0,1.0,1.0
Kim,Ward 64,-34.10313,18.47449,Entire home/apt,1800.0,2,1,2019-12-28,0.02,1,148,0,Rental unit,Cape Town,,2.0,3.0,2.0
Estelle,Ward 61,-34.14035,18.32278,Private room,3143.0,1,0,,,1,0,0,Rental unit,Cape Town,,1.0,1.0,1.0
Alexandra,Ward 73,-34.02134,18.4563,Entire home/apt,6000.0,10,7,2020-01-07,0.08,1,74,0,Home,Cape Town,5.0,4.0,4.0,3.0
Navin,Ward 55,-33.88414,18.49371,Entire home/apt,1200.0,14,5,2017-04-02,0.06,1,208,0,Rental unit,Cape Town,4.6,2.0,2.0,2.0
Liesel,Ward 69,-34.13752,18.39117,Entire home/apt,686.0,2,227,2023-12-15,2.63,1,320,47,Guest suite,Cape Town,4.67,1.0,1.0,1.0
Rojeanne,Ward 115,-33.9108,18.39938,Entire home/apt,4500.0,5,1,2023-01-03,0.08,2,29,1,Home,Cape Town,,4.0,4.0,2.0
Raelyn,Ward 54,-33.94757,18.38441,Entire home/apt,2200.0,3,52,2023-12-16,0.61,4,120,19,Rental unit,Cape Town,4.94,1.0,1.0,1.0
Anthony,Ward 1,-33.88155,18.5499,Entire home/apt,523.0,2,25,2023-04-27,0.29,1,66,7,Guesthouse,Cape Town,4.96,1.0,1.0,1.0
Lisa,Ward 73,-34.02235,18.47218,Entire home/apt,643.0,2,105,2023-12-11,1.22,1,300,5,Rental unit,Cape Town,4.85,1.0,1.0,1.0
Raelyn,Ward 54,-33.94771,18.3824,Entire home/apt,1900.0,3,72,2023-12-15,0.83,4,125,16,Rental unit,Cape Town,4.76,1.0,1.0,1.0
Ruan,Ward 15,-34.07198,18.82545,Entire home/apt,2000.0,2,0,,,1,0,0,Home,Cape Town,,2.0,2.0,2.0
Michael,Ward 115,-33.92217,18.42007,Entire home/apt,1600.0,3,183,2023-11-27,2.11,4,198,20,Rental unit,Cape Town,4.94,1.0,1.0,1.0
Jeremy,Ward 62,-33.97577,18.44557,Entire home/apt,5000.0,30,29,2019-04-23,0.34,2,56,0,Guest suite,Cape Town,4.93,1.0,2.0,1.0
Kate,Ward 69,-34.09888,18.38666,Entire home/apt,5000.0,2,5,2023-01-10,0.06,1,329,2,Home,Cape Town,4.8,3.0,4.0,3.0
Paul,Ward 54,-33.911678314208984,18.38837242126465,Entire home/apt,1516.0,4,103,2023-11-30,1.21,2,101,4,Condo,Cape Town,4.59,1.0,1.0,1.0
Hein,Ward 77,-33.94475,18.40876,Entire home/apt,4200.0,10,0,,,1,0,0,Home,Cape Town,,3.0,3.0,2.0
Marietjie,Ward 70,-33.85762,18.60895,Entire home/apt,900.0,2,1,2017-03-19,0.01,1,0,0,Rental unit,Cape Town,,1.0,1.0,1.0
Brian,Ward 74,-34.04235,18.34965,Entire home/apt,1500.0,3,4,2018-12-27,0.05,1,0,0,Home,Cape Town,4.75,2.0,3.0,2.0
Paula,Ward 54,-33.961584359104535,18.375729775884707,Entire home/apt,49800.0,3,28,2023-04-07,0.33,4,266,3,Villa,Cape Town,4.86,8.0,9.0,8.0
Kevin,Ward 57,-33.93888,18.47262,Private room,495.0,3,0,,,1,0,0,Home,Cape Town,,1.0,4.0,2.0
Daniel,Ward 4,-33.86614,18.49017,Entire home/apt,6500.0,10,4,2023-01-03,0.05,1,278,1,Home,Cape Town,5.0,3.0,4.0,2.0
Michelle,Ward 53,-33.93019,18.51434,Entire home/apt,406.0,4,24,2023-08-25,0.29,3,269,5,Guesthouse,Cape Town,4.58,No bedroom,1.0,1.0
Kim,Ward 66,-34.01652,18.50726,Private room,489.0,1,0,,,1,0,0,Home,Cape Town,,1.0,1.0,1.0
James,Ward 113,-33.83215,18.49866,Entire home/apt,1400.0,4,44,2023-01-14,0.51,1,304,2,Rental unit,Cape Town,4.98,1.0,1.0,1.0
