id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
646937006705863579,Rental unit in Cape Town · ★4.94 · 1 bedroom · 1 bed · 1 bath,57824617,Marius,,Ward 115,-33.91808,18.42134,Entire home/apt,3334,2,70,2023-12-16,3.78,59,245,51,
649118621979535384,Villa in Cape Town · ★4.50 · 5 bedrooms · 5 beds · 6.5 baths,396623388,Jonathan,,Ward 77,-33.928706711942354,18.406860530376434,Entire home/apt,9500,2,18,2023-12-27,1.48,1,147,18,
647121153470648460,Home in Cape Town · 1 bedroom · 2 beds · 1 private bath,463665850,Sardonyx,,Ward 107,-33.81467,18.49388,Private room,1100,1,1,2022-11-01,0.07,5,25,0,
649231897914340894,Rental unit in Cape Town · ★4.76 · Studio · 1 bed · 1 bath,455803770,Fatima,,Ward 115,-33.91851,18.42603,Entire home/apt,1600,1,80,2023-12-16,4.32,4,259,62,
647127359495557945,Home in Cape Town · ★4.0 · 1 bedroom · 1 bed · 1 private bath,463665850,Sardonyx,,Ward 107,-33.8148992,18.4932042,Private room,999,1,5,2023-07-30,0.27,5,55,4,
649269190693630801,Rental unit in Cape Town · ★4.64 · 1 bedroom · 1 bed · 1 bath,8108425,Albertus,,Ward 115,-33.92493,18.4161,Entire home/apt,1311,3,28,2023-11-28,1.54,54,329,24,
649269506722119990,Rental unit in Cape Town · 1 bedroom · 1 bed · 1 bath,166772959,Patrick,,Ward 115,-33.92767804366622,18.415278949737566,Entire home/apt,1693,3,1,2023-01-06,0.08,22,244,1,
649626296963268814,Rental unit in Cape Town · ★4.93 · 1 bedroom · 1 bed · 1 bath,211881545,Laura,,Ward 115,-33.92882,18.44317,Entire home/apt,1380,2,14,2023-12-13,0.75,1,332,10,
647526401928992668,Rental unit in Cape Town · ★4.92 · 2 bedrooms · 2 beds · 2 baths,48786748,Stefano,,Ward 115,-33.90142,18.41139,Entire home/apt,5500,2,53,2023-12-08,3.15,1,181,43,
649685149094372302,Guesthouse in Cape Town · ★5.0 · 1 bedroom · 1 bed · 1 bath,260563132,Liz,,Ward 59,-33.9923353,18.4699143,Entire home/apt,1100,2,3,2022-09-19,0.17,2,0,0,
649708534898357811,Vacation home in Cape Town · 1 bedroom · 1 bed · 1 bath,260563132,Liz,,Ward 59,-33.99285,18.4689,Entire home/apt,1100,1,0,,,2,0,0,
648217907195996908,Rental unit in Cape Town · ★4.89 · Studio · 1 bed · 1 bath,463990714,Stefano,,Ward 115,-33.92915,18.42242,Entire home/apt,2293,2,46,2023-12-10,2.51,2,349,30,
649797686462906141,Rental unit in Cape Town · ★4.93 · 1 bedroom · 2 beds · 1.5 baths,38650319,Iris,,Ward 23,-33.70767,18.44259,Entire home/apt,1150,2,28,2023-12-16,1.51,3,260,22,
649819685163796318,Rental unit in Cape Town · ★4.75 · 1 bedroom · 1 bath,434206028,Murray,,Ward 77,-33.93252,18.42793,Entire home/apt,,2,8,2023-09-01,0.44,73,0,5,
648235763612669400,Rental unit in Cape Town · ★5.0 · 3 bedrooms · 5 beds · 2.5 baths,277896921,Wianelle,,Ward 74,-34.04081862927465,18.354210728504782,Entire home/apt,2800,4,4,2023-04-01,0.22,1,289,2,
649835374401066644,Boutique hotel in Cape Town · 1 bedroom · 1 bed · 1 private bath,462372097,Riverside Retirement Village,,Ward 74,-34.01745,18.363,Private room,1500,1,1,2023-02-25,0.10,1,0,1,
648260683880431034,Rental unit in Cape Town · ★3.79 · 2 bedrooms · 2 beds · 2 baths,54575074,Jonathan,,Ward 115,-33.92364,18.41876,Entire home/apt,3388,2,14,2023-12-24,0.77,41,348,7,
648281035927805100,Farm stay in Philadelphia · ★4.89 · 1 bedroom · 1 bed · 1 private bath,463416314,Willem Dapper,,Ward 105,-33.66565,18.58162,Private room,1350,1,9,2023-11-26,0.56,4,356,7,
649835966665902785,Bed and breakfast in Cape Town · 1 bedroom · 1 bed · 1 private bath,275311130,Chrissie,,Ward 23,-33.80363,18.46387,Private room,3161,1,0,,,3,362,0,
650125705607765626,Rental unit in Cape Town · ★5.0 · 1 bedroom · 1 bed · 1 bath,530607415,Juanita,,Ward 27,-33.893520260198,18.550174239164853,Entire home/apt,850,2,7,2023-12-01,1.67,1,353,7,
648285417680617795,Rental unit in Cape Town · ★5.0 · 2 bedrooms · 2 beds · 2 baths,464004682,Zimkita,,Ward 107,-33.82596,18.48008,Entire home/apt,2886,2,4,2022-09-27,0.23,8,352,0,
648294263776298824,Villa in Cape Town · 3 bedrooms · 4 beds · 2.5 baths,266007776,Jo,,Ward 4,-33.8626,18.49068,Entire home/apt,8300,1,0,,,21,53,0,
648294336742244679,Villa in Cape Town · 4 bedrooms · 5 beds · 4 baths,266007776,Jo,,Ward 4,-33.85932,18.49157,Entire home/apt,7900,1,0,,,21,12,0,
650274988412552111,Condo in Cape Town · 1 bedroom · 1 bed · 1 private bath,459706454,Capetown Condos,,Ward 115,-33.9260593,18.4435018,Private room,890,1,2,2022-07-11,0.11,10,331,0,
650278852531404191,Condo in Cape Town · 1 bedroom · 1 bed · 1 private bath,459706454,Capetown Condos,,Ward 115,-33.9260593,18.4435018,Private room,890,1,0,,,10,331,0,
650280981329753500,Condo in Cape Town · 1 bedroom · 1 bed · 1 private bath,459706454,Capetown Condos,,Ward 115,-33.9260593,18.4435018,Private room,890,1,0,,,10,331,0,
650283415980749405,Condo in Cape Town · 1 bedroom · 1 bed · 1 private bath,459706454,Capetown Condos,,Ward 115,-33.9260593,18.4435018,Private room,890,1,2,2023-08-03,0.11,10,331,1,
650285263639774371,Condo in Cape Town · 1 bedroom · 1 bed · 1 private bath,459706454,Capetown Condos,,Ward 115,-33.9260593,18.4435018,Private room,890,1,0,,,10,331,0,
648323413306043006,Farm stay in Philadelphia · 1 bedroom · 1 bed · 1 private bath,463416314,Willem Dapper,,Ward 105,-33.66521369743275,18.58237624168396,Private room,1450,1,1,2023-05-21,0.14,4,356,1,
650287015476412791,Condo in Cape Town · 1 bedroom · 1 bed · 1 private bath,459706454,Capetown Condos,,Ward 115,-33.9260593,18.4435018,Private room,890,1,0,,,10,330,0,
650408068253778006,Home in Cape Town · 4 bedrooms · 4 beds · 4.5 baths,73439,Beverley,,Ward 59,-33.98098,18.45548,Entire home/apt,2400,10,0,,,5,287,0,
650408488296648550,Guest suite in Cape Town · ★5.0 · 2 bedrooms · 2 beds · 2 baths,73439,Beverley,,Ward 59,-33.98077,18.45675,Entire home/apt,1113,2,3,2023-11-19,0.31,5,281,3,
650472613646852115,Rental unit in Cape Town · ★4.50 · 1 bedroom · 1 bath,261535066,Kim,,Ward 115,-33.92422,18.41864,Entire home/apt,,2,6,2023-02-02,0.37,63,0,3,
648340453303587181,Home in Cape Town · ★5.0 · 3 bedrooms · 3 beds · 2.5 baths,4842447,Gideon,,Ward 115,-33.90988,18.39851,Entire home/apt,5114,3,19,2023-12-10,1.03,1,238,17,
648356933564914391,Rental unit in Cape Town · ★4.76 · 2 bedrooms · 2 beds · 1 bath,57218252,Nox,,Ward 115,-33.91113,18.40099,Entire home/apt,,4,21,2023-12-17,1.17,142,0,4,
648381570891858264,Condo in Cape Town · ★4.91 · 2 bedrooms · 3 beds · 2 baths,40826942,Kirsty,,Ward 64,-34.12308,18.45268,Entire home/apt,2500,2,22,2023-12-20,1.77,21,256,21,
650566763308837591,Rental unit in Cape Town · ★4.40 · 1 bedroom · 1 bed · 1 bath,158012560,Thierry,,Ward 115,-33.92767,18.45373,Entire home/apt,1300,1,5,2023-12-01,0.30,1,137,4,
658456530783879829,Rental unit in Cape Town · ★4.89 · 1 bedroom · 1 bed · 1 bath,281646889,Scotty,,Ward 115,-33.92361,18.42023,Entire home/apt,1891,2,9,2023-10-29,0.52,103,348,5,
659131260550058271,Guest suite in Cape Town · ★4.98 · 1 bedroom · 1 bath,266329724,Rachael,,Ward 23,-33.73541,18.44075,Entire home/apt,629,1,52,2023-11-19,2.93,2,355,35,
659179505836317357,Rental unit in Cape Town · ★4.67 · 2 bedrooms · 2 beds · 2 baths,3886732,Koos,,Ward 54,-33.91057249534133,18.393666672491445,Entire home/apt,,1,21,2023-12-24,1.21,90,0,14,
659211861531850040,Home in Cape Town · ★4.86 · 3 bedrooms · 3 beds · 2 baths,310607426,Edward,,Ward 115,-33.9076,18.40032,Entire home/apt,1627,2,43,2023-12-22,2.43,3,224,27,
651115189729400495,Home in Cape Town · ★4.80 · 2 bedrooms · 2 beds · 2 baths,2724816,Marion,,Ward 54,-33.91028,18.39565,Entire home/apt,5214,3,10,2023-12-10,0.75,2,311,8,
651180144361493744,Home in Cape Town · 3 bedrooms · 4 beds · 2.5 baths,6719860,Marquerite,,Ward 77,-33.93736,18.41803,Entire home/apt,,7,1,2022-12-29,0.08,1,0,1,
659246859312315463,Rental unit in Cape Town · 2 bedrooms · 3 beds · 1 bath,184816701,Maria,,Ward 54,-33.9641851,18.3805486,Entire home/apt,2200,3,0,,,1,0,0,
659256249655933756,Rental unit in Cape Town · ★4.92 · 1 bedroom · 1 bed · 1 bath,17182950,Lu,,Ward 115,-33.91501787519325,18.419301621615887,Entire home/apt,1402,2,13,2022-12-14,0.74,27,242,0,
651218775037633586,Hotel in Cape Town · 15 bedrooms · 1 bed · 15.5 baths,464688048,Okechukwu,,Ward 27,-33.91142,18.55393,Private room,650,360,0,,,2,0,0,
659338685678818451,Condo in Cape Town · 1 bedroom · 1 bed · 1 bath,60443161,Sune,,Ward 115,-33.92716,18.42463,Entire home/apt,1150,1,2,2023-10-30,0.73,1,2,2,
659371891344161722,Home in Cape Town · ★4.59 · 3 bedrooms · 4 beds · 2.5 baths,10505478,Thomas,,Ward 64,-34.1292,18.44882,Entire home/apt,3086,2,22,2023-12-03,1.25,10,314,12,
659377495421064496,Rental unit in Cape Town · ★4.61 · Studio · 3 beds · 1 bath,155225702,Corne Napole,,Ward 21,-33.87936,18.64716,Entire home/apt,800,2,23,2023-12-15,1.41,9,334,17,
651238288113645143,Home in Cape Town · ★4.73 · 3 bedrooms · 3 beds · 2 baths,464698458,Julie,,Ward 77,-33.92431,18.41171,Entire home/apt,2957,2,40,2023-11-27,2.28,1,301,27,
659818622323104141,Rental unit in Cape Town · ★4.78 · 1 bedroom · 1 bed · 1 bath,1738430,Chris,,Ward 115,-33.92949,18.44371,Entire home/apt,1536,3,22,2023-12-09,2.56,1,0,22,
651334766216064102,Guest suite in Cape Town · ★4.89 · 1 bedroom · 1 bed · 1 bath,456885366,Cheryl-Anne,,Ward 64,-34.09372,18.46473,Entire home/apt,440,2,28,2023-12-10,1.54,1,362,18,
659823849794641044,Rental unit in Cape Town · ★4.88 · 2 bedrooms · 2 beds · 2 baths,10463490,Sabrina & Erik,,Ward 64,-34.10579,18.47403,Entire home/apt,1800,2,8,2023-03-19,0.63,1,260,7,
659861068341298906,Vacation home in Cape Town · ★4.94 · 1 bedroom · 1 bed · Half-bath,210297274,Gerda,,Ward 84,-34.06396,18.86485,Entire home/apt,929,1,17,2023-12-12,1.10,1,285,15,
651822805943970423,Guest suite in Cape Town · 1 bedroom · 1 bed · 1 bath,47972596,Willemien,,Ward 77,-33.92765,18.40724,Entire home/apt,1067,2,1,2023-11-21,0.79,1,213,1,
659875793538662729,Serviced apartment in Cape Town · ★5.0 · 2 bedrooms · 2 beds · 2 baths,77513634,Helen,,Ward 77,-33.9373,18.42112,Entire home/apt,3857,1,32,2023-11-20,1.81,4,266,22,
651898385566719802,Rental unit in Cape Town · ★4.89 · 1 bedroom · 3 beds · 1 bath,226326304,Angelina,,Ward 70,-33.8742364,18.6296471,Entire home/apt,1007,3,36,2023-12-18,2.38,2,0,34,
659938991711838860,Villa in Cape Town · 5 bedrooms · 5 beds · 5.5 baths,308694635,Lavinia,,Ward 54,-33.95191,18.38106,Entire home/apt,72500,4,1,2023-11-18,0.73,6,302,1,
659943623427994548,Villa in Cape Town · 6 bedrooms · 7 beds · 6 baths,308694635,Lavinia,,Ward 54,-33.95357,18.38058,Entire home/apt,58000,4,0,,,6,322,0,
659976962250186159,Townhouse in Cape Town · ★5.0 · 1 bedroom · 1 bed · 1 bath,394361471,Luke,,Ward 77,-33.92192528890659,18.414521288360607,Entire home/apt,1587,2,12,2023-12-22,1.01,1,0,12,
651928015128507178,Cottage in Cape Town · ★4.97 · 2 bedrooms · 3 beds · 2 baths,54325357,Welmoet,,Ward 61,-34.16427,18.43126,Entire home/apt,1593,3,39,2023-12-11,2.60,1,310,29,
659991153527880344,Guest suite in Cape Town · ★4.75 · 1 bedroom · 1 bed · 1 private bath,25227082,Vaughn,,Ward 23,-33.8096804,18.484212,Private room,614,2,12,2023-12-08,0.66,2,339,10,
660101602714156817,Rental unit in Cape Town · ★4.65 · 1 bedroom · 1 bed · 1 bath,55761706,Allen,,Ward 54,-33.92191,18.37985,Entire home/apt,3499,1,49,2023-12-03,2.71,13,35,32,
651933749831626468,Loft in Cape Town · ★4.94 · 1 bedroom · 1 bed · 1 bath,15782132,Niel,,Ward 84,-34.1176386,18.919372,Entire home/apt,700,1,18,2023-05-17,1.08,1,242,8,
660115304897729457,Condo in Cape Town · 2 bedrooms · 2 beds · 2.5 baths,282092712,Koen,,Ward 54,-33.91492,18.38952,Entire home/apt,,3,2,2023-01-08,0.17,1,0,2,
652047549446275955,Cottage in Cape Town · ★4.94 · 2 bedrooms · 3 beds · 2 baths,40826942,Kirsty,,Ward 64,-34.12528,18.44824,Entire home/apt,6000,2,17,2023-12-10,0.94,21,265,16,
652061121802934103,Condo in Cape Town · ★5.0 · 3 bedrooms · 4 beds · 2.5 baths,133538812,Samantha,,Ward 58,-33.9905851,18.4806722,Entire home/apt,1200,1,3,2023-12-21,2.81,3,24,3,
660449709708488588,Condo in Cape Town · ★5.0 · 2 bedrooms · 2 beds · 2 baths,22601421,Laura,,Ward 54,-33.92143,18.38941,Entire home/apt,4229,7,6,2023-11-04,0.46,1,336,5,
660505607275058141,Home in Cape Town · 1 bedroom · 3 beds · 1 private bath,463665850,Sardonyx,,Ward 107,-33.8139,18.49353,Private room,1100,1,0,,,5,44,0,
652538416794166779,Place to stay in Cape Town · 1 bedroom · 1 bed · 1 private bath,266962861,S Tee,,Ward 4,-33.87409,18.50405,Private room,750,1,1,2023-03-11,0.10,1,341,1,
660536607592053931,Guest suite in Cape Town · 1 bedroom · 1 bed · 1 bath,173167499,Liza,,Ward 74,-34.01296,18.37041,Entire home/apt,1200,2,1,2022-08-07,0.06,1,295,0,
652550653686133713,Rental unit in Cape Town · ★4.90 · 1 bedroom · 2 beds · 1 bath,363614279,Chelsea,,Ward 54,-33.94664534441791,18.380772814895845,Entire home/apt,6000,4,29,2023-11-22,1.85,3,331,17,
652621783104671692,Guesthouse in Cape Town · ★4.90 · 2 bedrooms · 3 beds · 2 baths,440277466,Andreas,,Ward 15,-34.05517,18.83427,Private room,1800,1,21,2023-12-19,1.16,4,264,11,
652630507759886631,Guest suite in Cape Town · ★4.70 · 1 bedroom · 2 beds · 1 private bath,440277466,Andreas,,Ward 15,-34.05322,18.832,Private room,1050,1,10,2023-01-02,0.56,4,311,1,
652808047975013844,Condo in Cape Town · ★4.82 · 3 bedrooms · 4 beds · 2 baths,3836115,The AMPM Property Management Team,,Ward 74,-34.0133,18.35023,Entire home/apt,6950,2,17,2023-12-27,1.43,5,336,17,
653150532095189491,Home in Cape Town · ★5.0 · 3 bedrooms · 3 beds · 2 baths,176315037,Robert,,Ward 112,-33.817725790835766,18.642183346032702,Entire home/apt,1854,4,24,2023-12-19,1.37,1,34,19,
660578701383563306,Guest suite in Cape Town · ★4.80 · 1 bedroom · 1 bed · 1 private bath,438705027,Victoria,,Ward 115,-33.93192,18.44374,Private room,850,1,5,2023-01-21,0.34,1,270,2,
653224328454540111,Bed and breakfast in Cape Town · 1 bedroom · 1 bed · 1 private bath,465127459,Uli,,Ward 62,-34.01881,18.43205,Private room,1884,2,0,,,2,278,0,
660673534099105853,Rental unit in Cape Town · 2 bedrooms · 2 beds · 1 shared bath,466897108,Natsa,,Ward 57,-33.95347,18.47327,Private room,6000,1,0,,,1,0,0,
660688515088415132,Home in Cape Town · 3 bedrooms · 3 beds · 3.5 baths,125301673,Ohna,,Ward 103,-33.84785,18.67899,Entire home/apt,4500,7,0,,,2,0,0,
653247782295054823,Guest suite in Cape Town · 1 bedroom · 1 bed · 1 private bath,440277466,Andreas,,Ward 15,-34.05432,18.83327,Private room,1050,1,1,2022-06-26,0.05,4,300,0,
653266071163382252,Rental unit in Cape Town · 1 bedroom · 1 bed · 1 bath,465134111,Greer,,Ward 54,-33.91469,18.39003,Entire home/apt,829,20,0,,,1,1,0,
660704095537172096,Serviced apartment in Cape Town · ★4.46 · 1 bedroom · 1 bed · 1 bath,459881372,BlackBrick,,Ward 115,-33.92043,18.42341,Entire home/apt,2776,1,93,2023-10-22,5.30,7,355,41,
653328709621190119,Rental unit in Cape Town · ★4.79 · 1 bedroom · 1 bed · 1 bath,434206028,Murray,,Ward 115,-33.92581,18.42079,Entire home/apt,,2,19,2023-08-26,1.04,73,0,10,
653375898139430592,Rental unit in Cape Town · 1 bedroom · 1 bed · 1 private bath,123194123,Michéle,,Ward 105,-33.79958,18.60784,Private room,1750,1,0,,,7,0,0,
653388084657237671,Rental unit in Cape Town · ★5.0 · 2 bedrooms · 2 beds · 2 baths,40101017,Aep,,Ward 115,-33.91427,18.41847,Entire home/apt,7436,2,4,2023-05-09,0.23,10,2,3,
660734455662588831,Condo in Cape Town · ★4.97 · 3 bedrooms · 6 beds · 3.5 baths,466915650,Jax,,Ward 64,-34.13019,18.44638,Entire home/apt,3800,2,32,2023-12-02,1.92,1,303,28,
653397907669164564,Villa in Cape Town · 4 bedrooms · 4 beds · 4.5 baths,53573055,Dominic,,Ward 74,-34.01124,18.33845,Entire home/apt,15000,3,0,,,1,191,0,
660754134240948068,Home in Cape Town · ★5.0 · 3 bedrooms · 3 beds · 3.5 baths,455221629,Christina,,Ward 61,-34.1956412,18.4283581,Entire home/apt,4500,5,13,2023-12-06,1.05,1,225,12,
661233866802840233,Rental unit in Cape Town · 1 bedroom · 1 bed · 1 bath,7276640,Jenny,,Ward 54,-33.91995,18.39097,Entire home/apt,2900,2,2,2023-04-08,0.17,17,261,2,
661253590475470308,Rental unit in Cape Town · ★4.80 · 1 bedroom · 1 bed · 1.5 baths,261535066,Kim,,Ward 115,-33.91261,18.42591,Entire home/apt,3033,2,71,2023-12-22,3.97,63,328,51,
653428538403837518,Rental unit in Cape Town · ★5.0 · 1 bedroom · 1 bed · 1 bath,465168524,Lauren,,Ward 115,-33.899951741184815,18.411864514301858,Entire home/apt,3150,2,13,2023-11-06,0.84,1,0,11,
661261447791165957,Home in Cape Town · ★5.0 · 3 bedrooms · 3 beds · 2.5 baths,155355987,Marié,,Ward 23,-33.81013,18.47501,Entire home/apt,3857,5,7,2023-12-15,0.45,1,286,6,
653437693561049710,Rental unit in Cape Town · 1 bedroom · 1 bed · 1 private bath,227294171,Pieter,,Ward 100,-34.15648486179454,18.888613499999998,Private room,993,2,0,,,3,178,0,
661372568719664722,Guest suite in Cape Town · ★4.80 · 1 bedroom · 1 bed · 1 private bath,51410520,Lida,,Ward 23,-33.72971,18.44034,Private room,486,2,20,2023-11-19,1.13,1,214,12,
653534756057572677,Vacation home in Cape Town · ★4.50 · 1 bedroom · 1 bed · 1 bath,381063415,Nkosinathi,,Ward 57,-33.9313261,18.4656258,Entire home/apt,807,2,10,2023-12-26,0.77,1,319,6,
661417670633586873,Rental unit in Cape Town · ★4.43 · 1 bedroom · 2 beds · 1 bath,295378842,Propr,,Ward 115,-33.91379,18.41807,Entire home/apt,2318,2,35,2023-12-10,2.02,2,301,26,
653664714766802568,casa particular in Cape Town · 1 bedroom · 1 bed · 1 private bath,464688048,Okechukwu,,Ward 27,-33.91205,18.55368,Private room,285,1,1,2023-05-28,0.14,2,0,1,
653670881422497920,Vacation home in Cape Town · ★4.50 · 2 bedrooms · 3 beds · 1 bath,20192561,Majid,,Ward 48,-33.97328,18.51694,Entire home/apt,1243,2,6,2023-08-07,0.34,1,94,4,
661435925156447969,Rental unit in Cape Town · ★4.29 · 1 bedroom · 1 bed · 1 bath,467079989,Propr,,Ward 54,-33.911,18.39521,Entire home/apt,1511,2,21,2023-12-07,1.18,2,349,13,
661652812330086789,Rental unit in Cape Town · ★4.63 · 1 bedroom · 1 bed · 1 bath,91085030,Kirk,,Ward 54,-33.9109769,18.3958605,Entire home/apt,1327,2,31,2023-09-26,1.73,4,0,25,
661938656663831711,Home in Cape Town · ★5.0 · 3 bedrooms · 4 beds · 2.5 baths,2118730,Gary,,Ward 115,-33.91108,18.40383,Entire home/apt,5503,3,30,2023-12-05,1.78,7,250,23,
661940798836825144,Rental unit in Cape Town · ★4.83 · 2 bedrooms · 2 beds · 1 bath,57412165,Tim,,Ward 74,-34.02645,18.34411,Entire home/apt,3000,2,12,2023-11-30,0.79,3,271,10,
661954101234080618,Rental unit in Cape Town · ★5.0 · Studio · 1 bed · 1 bath,47298981,Richenda,,Ward 54,-33.911360224109735,18.396798843823035,Entire home/apt,1700,3,5,2023-10-21,1.50,6,137,5,
661954604863767296,Home in Cape Town · 3 bedrooms · 4 beds · 3 baths,42855396,Greg,,Ward 59,-33.9910074,18.4708133,Entire home/apt,3500,10,1,2023-01-03,0.08,1,26,1,
654004328913290814,Condo in Cape Town · ★4.74 · 2 bedrooms · 2 beds · 2 baths,51293298,Joey & Nic,,Ward 55,-33.89550457491786,18.503101156483464,Entire home/apt,4000,2,27,2023-11-27,1.72,19,258,19,
662070490493477368,Condo in Cape Town · ★New · 2 bedrooms · 2 beds · 2 baths,309638581,Abigail,,Ward 107,-33.80419,18.50311,Entire home/apt,2026,2,0,,,3,258,0,
662070571258274631,Condo in Cape Town · ★4.86 · 1 bedroom · 2 beds · 1 bath,309638581,Abigail,,Ward 107,-33.81071,18.50588,Entire home/apt,1186,2,44,2023-12-19,2.55,3,351,22,
654020785880353125,Home in Cape Town · 5 bedrooms · 5 beds · 3 baths,111766755,Taryn,,Ward 74,-34.0167386,18.3867837,Entire home/apt,7000,12,1,2023-02-02,0.09,1,344,1,
662149188160906915,Condo in Cape Town · ★5.0 · 2 bedrooms · 3 beds · 2 baths,2047543,Jamie,,Ward 23,-33.79334,18.46238,Entire home/apt,2607,3,24,2023-11-19,1.42,1,64,13,
654054037193443120,Rental unit in Cape Town · ★4.81 · 1 bedroom · 1 bath,54575074,Jonathan,,Ward 54,-33.91512,18.39105,Entire home/apt,2463,2,36,2023-12-19,2.00,41,326,16,
662207258945267996,Rental unit in Cape Town · 1 bedroom · 1 bed · 1 bath,7276640,Jenny,,Ward 54,-33.91811,18.39268,Entire home/apt,4000,2,1,2022-07-31,0.06,17,272,0,
654129482038970887,Rental unit in Cape Town · ★4.97 · 1 bedroom · 1 bed · 1 bath,8108425,Albertus,,Ward 115,-33.92286,18.41666,Entire home/apt,1846,3,32,2023-12-17,1.79,54,310,27,
662243910545651293,Home in Cape Town · ★4.29 · 3 bedrooms · 4 beds · 2 baths,450308958,Sydney,,Ward 100,-34.1404,18.86891,Entire home/apt,1857,2,7,2023-04-23,0.39,1,362,3,
654153971798602762,Rental unit in Cape Town · 2 bedrooms · 2 beds · 2 baths,24355614,Simon,,Ward 77,-33.92997,18.40147,Entire home/apt,,2,2,2022-10-07,0.11,2,0,0,
662416441990969969,Rental unit in Cape Town · ★5.0 · 2 bedrooms · 3 beds · 2 baths,437614758,Wendy,,Ward 107,-33.82101418638644,18.476611934393294,Entire home/apt,3250,2,17,2023-11-18,0.97,2,236,10,
654294671040091882,Loft in Cape Town · 1 bedroom · 1 bed · 1 private bath,430017321,Goke,,Ward 3,-33.89475,18.63083,Private room,750,1,0,,,3,353,0,
654312576606943911,Rental unit in Cape Town · 2 bedrooms · 3 beds · 1 bath,64281958,Liane,,Ward 62,-34.00841,18.46343,Entire home/apt,,28,0,,,1,0,0,
662677576131568223,Home in Cape Town · ★5.0 · 2 bedrooms · 2 beds · 2 baths,199028651,Bernie,,Ward 54,-33.92598,18.38109,Entire home/apt,10000,2,7,2023-10-07,0.44,1,229,6,
662725365297688837,Condo in Cape Town · ★4.97 · 1 bedroom · 1 bed · 1 bath,73741488,Stuart M,,Ward 54,-33.91202,18.39556,Entire home/apt,1600,3,31,2023-12-23,1.91,2,114,20,
662833527443541523,Cottage in Cape Town · ★4.92 · 2 bedrooms · 3 beds · 2 baths,433098823,Tam,,Ward 23,-33.71125,18.44617,Entire home/apt,2050,3,24,2023-12-08,1.76,2,198,21,
662860150126044603,Condo in Cape Town · 2 bedrooms · 2 beds · 1.5 baths,303864765,Monica,,Ward 107,-33.80015691418075,18.520819880068302,Entire home/apt,,1,2,2022-09-15,0.13,1,0,0,
654376751555160218,Rental unit in Cape Town · ★4.89 · 2 bedrooms · 2 beds · 1 bath,371818055,Janice,,Ward 23,-33.8141,18.47322,Entire home/apt,1000,7,18,2023-12-26,1.05,1,265,9,
662880946377846904,Guest suite in Cape Town · ★5.0 · 1 bedroom · 1 bed · 1 bath,163874273,Elina,,Ward 55,-33.8897132,18.4922883,Entire home/apt,621,1,8,2023-02-19,0.45,1,351,3,
654709787746064950,Rental unit in Cape Town · ★4.41 · 2 bedrooms · 2 beds · 2 baths,465489109,Propr,,Ward 115,-33.90667,18.40559,Entire home/apt,3932,3,17,2023-11-05,1.05,1,341,12,
663418435653825597,Rental unit in Cape Town · ★4.81 · 3 bedrooms · 3 beds · 2 baths,51485947,Ellen,,Ward 54,-33.92213,18.3815,Entire home/apt,6300,2,27,2023-11-27,1.53,30,296,16,
654732664642395311,Rental unit in Cape Town · 1 bedroom · 1 bed · 1 bath,465493095,Johan,,Ward 26,-33.90625,18.56329,Entire home/apt,650,1,1,2023-02-09,0.09,1,0,1,
663444499868923247,Vacation home in Cape Town · ★5.0 · 1 bedroom · 1 bed · 1 bath,56974371,Stefan,,Ward 74,-34.05156,18.34002,Entire home/apt,1350,3,5,2023-03-01,0.29,1,63,2,
663762078145718782,Rental unit in Cape Town · 1 bedroom · 1 bed · 1 bath,166772959,Patrick,,Ward 115,-33.92771365235482,18.415289678573625,Entire home/apt,1807,3,0,,,22,316,0,
663762677609290028,Rental unit in Cape Town · 2 bedrooms · 2 beds · 1.5 baths,166772959,Patrick,,Ward 115,-33.9273,18.41489,Entire home/apt,1900,3,0,,,22,207,0,
654803355828207885,Guesthouse in Cape Town · 1 bedroom · 1 bed · 1 shared bath,464521098,Marius,,Ward 1,-33.87321,18.57333,Private room,929,1,0,,,4,314,0,
663798863205943169,Home in Cape Town · ★5.0 · 3 bedrooms · 3 beds · 2 baths,22267274,Andrew,,Ward 58,-33.9813,18.47231,Entire home/apt,4500,2,4,2023-12-18,0.33,1,36,3,
654819933328992668,Home in Cape Town · ★4.92 · 3 bedrooms · 3 beds · 3.5 baths,13151726,Carmen,,Ward 61,-34.1996181,18.3775486,Entire home/apt,4500,2,12,2023-11-14,1.13,2,296,12,
663840428616098777,Rental unit in Cape Town · ★4.92 · Studio · 1 bed · 1 bath,166772959,Patrick,,Ward 115,-33.92811,18.41432,Entire home/apt,1450,3,11,2023-12-17,0.82,22,0,10,
664176728121289261,Home in Cape Town · 3 bedrooms · 4 beds · 3 baths,6111977,Frankie,,Ward 61,-34.12899,18.33814,Entire home/apt,7273,7,1,2023-01-01,0.08,47,303,1,
654833072573097699,Guesthouse in Cape Town · 1 bedroom · 2 beds · 1 shared bath,464521098,Marius,,Ward 1,-33.87364,18.57364,Private room,1100,1,0,,,4,339,0,
