id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
3191,Home in Southern Suburbs · ★4.81 · 1 bedroom · 1 bed · 1 bath,3754,Brigitte,,Ward 57,-33.94762,18.47599,Entire home/apt,650,3,75,2023-12-23,0.58,1,306,6,
15007,Home in Cape Town · ★4.82 · 3 bedrooms · 4 beds · 3 baths,59072,Dirk,,Ward 23,-33.80001,18.46063,Entire home/apt,4029,2,45,2023-12-03,0.37,3,294,6,
15068,Rental unit in Cape Town · 3 bedrooms · 5 beds · 2 baths,59318,Linda,,Ward 23,-33.78826,18.4594,Entire home/apt,2000,4,0,,,4,354,0,
15077,Rental unit in Tableview - Sunset Beach · ★5.0 · 1 bedroom · 2 beds · 1.5 baths,59342,Georg,,Ward 4,-33.858356,18.490376,Private room,2377,2,7,2022-06-16,0.05,6,83,0,
15199,Rental unit in Cape Town · 1 bedroom · 1 bed · 1 bath,59694,Alexa,,Ward 115,-33.91115,18.41235,Entire home/apt,2500,14,2,2016-04-15,0.02,1,365,0,
15285,Guesthouse in Southern Suburbs · ★5.0 · 2 bedrooms · 4 beds · 1.5 baths,59964,Chris+Alison,,Ward 71,-34.03672,18.43006,Entire home/apt,2000,2,11,2022-01-17,0.08,3,0,0,
15354,Guest suite in Durbanville · 2 bedrooms · 2 beds · 1 bath,60196,Ian,,Ward 112,-33.83074,18.63142,Entire home/apt,650,3,0,,,1,0,0,
15480,Rental unit in Cape Town · ★4.36 · 1 bedroom · 1 bed · 1 bath,60443,Jean,,Ward 115,-33.92876,18.42247,Entire home/apt,690,30,23,2022-08-24,0.14,1,301,0,
15704,Villa in Cape Town · 6 bedrooms · 6 beds · 6.5 baths,61441,Kevin,,Ward 54,-33.9659,18.37724,Entire home/apt,111607,4,2,2023-03-01,0.03,5,264,1,
16259,Guesthouse in Southern Suburbs · ★5.0 · 1 bedroom · 1 bed · 1 bath,63255,Cheryl,,Ward 59,-33.99612,18.46563,Entire home/apt,1279,2,15,2023-10-22,0.13,3,107,1,
18499,Home in Parow · 1 bedroom · 4 beds · 2 baths,71221,Abe,,Ward 2,-33.89034,18.58852,Private room,1091,7,0,,,1,0,0,
19271,Guest suite in Cape Town · ★4.95 · 1 bedroom · 1 bed · 1 bath,73439,Beverley,,Ward 59,-33.97918,18.45549,Entire home/apt,700,2,113,2023-12-14,0.78,5,292,22,
19384,Rental unit in Cape Town · ★5.0 · 2 bedrooms · 2 beds · 1.5 baths,73764,Ingrid,,Ward 77,-33.92674,18.40597,Entire home/apt,1400,1,6,2023-03-29,0.07,1,36,3,
19561,Rental unit in Durbanville · 1 bedroom · 3 beds · 1 bath,74188,Cherry,,Ward 103,-33.84229,18.67832,Private room,3699,2,0,,,1,0,0,
19658,Home in Milnerton · 1 bedroom · 1 bed · 1 bath,74504,Ricardo,,Ward 5,-33.87208,18.53586,Private room,1849,7,0,,,1,0,0,
743795,Townhouse in Cape Town · 1 bedroom · 1 bed · 1 bath,3897359,Zac,,Ward 57,-33.93627,18.45388,Entire home/apt,,13,0,,,1,0,0,
20125,Rental unit in Cape Town · 1 bedroom · 1 bed · 1 bath,76161,Debbie,,Ward 73,-34.0259,18.48428,Private room,1580,1,0,,,1,0,0,
751785,Rental unit in Cape Town · ★4.0 · 1 bedroom · 1 bed · 1 bath,2516345,Jaco,,Ward 115,-33.92423,18.42283,Entire home/apt,2375,3,14,2022-09-02,0.11,83,257,0,
20263,Villa in Fish Hoek · 3 bedrooms · 3 beds · 3 baths,837661,Daniel,,Ward 64,-34.13647,18.41994,Entire home/apt,6800,5,1,2023-01-03,0.08,2,282,1,
754780,Rental unit in Cape Town · 1 bedroom · 1 bed · 1 bath,3971841,John,,Ward 57,-33.9345,18.46529,Private room,3912,14,0,,,1,0,0,
20403,Home in Somerset West · 4 bedrooms · 8 beds · 2.5 baths,76971,Bronwyn,,Ward 84,-34.10292,18.8709,Entire home/apt,10171,7,0,,,1,0,0,
20670,Home in Muizenberg · 1 bedroom · 1 bed · 2 baths,78185,Gill,,Ward 64,-34.09151,18.48337,Private room,1387,3,0,,,1,0,0,
759767,Home in Cape Town · ★4.76 · 2 bedrooms · 2 beds · 2 baths,4004504,Steven,,Ward 55,-33.88595,18.48791,Entire home/apt,1900,10,17,2023-03-21,0.13,1,305,2,
768582,Rental unit in Cape Town · ★4.80 · 1 bedroom · 1 bed · 1 bath,4054512,Lizzie,,Ward 54,-33.91449,18.39401,Entire home/apt,1400,5,11,2023-01-07,0.08,1,2,1,
22994,Home in Cape Town · ★5.0 · 3 bedrooms · 4 beds · 3 baths,89107,Sandra,,Ward 58,-33.95784,18.48782,Entire home/apt,1394,7,16,2023-01-09,0.10,1,29,1,
771176,Rental unit in Cape Town · ★4.90 · 1 bedroom · 2 beds · 1 bath,4065747,Don,,Ward 77,-33.93915,18.42456,Entire home/apt,842,2,268,2023-12-16,1.99,1,294,12,
28702,Serviced apartment in Southern Suburbs · 2 bedrooms · 1 bed · 1 bath,59964,Chris+Alison,,Ward 71,-34.03691,18.43124,Hotel room,1200,2,0,,,3,0,0,
28707,Rental unit in Southern Suburbs · ★5.0 · 1 bedroom · 2 beds · 1 bath,59964,Chris+Alison,,Ward 71,-34.03711,18.43086,Entire home/apt,1400,2,5,2022-02-20,0.04,3,0,0,
36347,Loft in Cape Town · ★4.78 · Studio · 2 beds · 1 bath,156196,Alan,,Ward 115,-33.92456,18.42238,Entire home/apt,2201,4,274,2023-12-13,2.33,1,218,7,
776601,Home in Cape Town · ★4.67 · 4 bedrooms · 4 beds · 3 baths,4094560,Amelia,,Ward 77,-33.94297,18.41952,Entire home/apt,,4,3,2023-01-06,0.04,3,0,1,
36483,Home in Blouberg · ★4.76 · 1 bedroom · 3 beds · 1 private bath,156910,Dave,,Ward 107,-33.82157,18.48436,Private room,950,28,35,2020-02-17,0.24,6,301,0,
36485,Guest suite in Blouberg · ★4.90 · 1 bedroom · 2 beds · 1 private bath,156910,Dave,,Ward 107,-33.82063,18.48376,Private room,881,28,25,2022-12-19,0.16,6,362,0,
36499,Rental unit in Blouberg · ★4.68 · 1 bedroom · 2 beds · 1 bath,156910,Dave,,Ward 107,-33.81963,18.48455,Entire home/apt,950,2,30,2022-02-12,0.20,6,359,0,
82212,Rental unit in Cape Town · ★4.53 · 2 bedrooms · 3 beds · 1 bath,404176,Gayle,,Ward 54,-33.91788,18.38626,Entire home/apt,3746,2,34,2023-12-23,0.23,5,279,4,
778089,Home in Cape Town · ★4.87 · 4 bedrooms · 4 beds · 4 baths,2130446,Heather,,Ward 61,-34.138901,18.328859,Entire home/apt,5000,2,15,2022-12-31,0.11,3,353,1,
96036,Home in Cape Town · ★4.91 · 2 bedrooms · 2 beds · 1.5 baths,510489,Christan,,Ward 115,-33.91017,18.41032,Entire home/apt,4043,4,23,2023-01-06,0.16,1,181,2,
782166,Guest suite in Green Point · ★4.79 · 1 bedroom · 2 beds · 1 bath,2604213,Chris,,Ward 115,-33.91136,18.41357,Entire home/apt,1230,2,29,2023-12-18,0.22,2,314,5,
782208,Home in Green Point · ★4.89 · 4 bedrooms · 5 beds · 4 baths,2604213,Chris,,Ward 115,-33.91136,18.41357,Entire home/apt,6800,3,184,2023-11-14,1.38,2,247,14,
790177,Home in Cape Town · 2 bedrooms · 2 beds · 1 bath,4171143,Rob,,Ward 84,-34.08073,18.85926,Entire home/apt,1925,3,2,2023-03-07,0.03,1,347,1,
101292,Guest suite in Cape Town · ★4.86 · 2 bedrooms · 1 bed · 1 bath,531026,Carey,,Ward 64,-34.10327,18.47259,Entire home/apt,450,1,37,2022-05-31,0.28,1,208,0,
103507,Home in Cape Town · ★4.69 · 1 bedroom · 1 bed · 1 shared bath,539579,Antony,,Ward 77,-33.93149,18.40555,Private room,1607,2,43,2019-01-01,0.28,7,36,0,
795400,Home in Cape Town · ★4.33 · 2 bedrooms · 2 beds · 1.5 baths,4190050,Rob,,Ward 57,-33.93292,18.44942,Entire home/apt,1100,7,6,2019-01-07,0.05,1,345,0,
795614,Home in Cape Town · ★4.73 · 4 bedrooms · 5 beds · 3.5 baths,4173981,Lisa,,Ward 77,-33.92842,18.40144,Entire home/apt,9593,5,16,2019-05-03,0.13,1,302,0,
106673,Rental unit in Cape Town · ★4.85 · 2 bedrooms · 3 beds · 1 bath,552892,Mike,,Ward 23,-33.80609,18.46716,Entire home/apt,1073,2,21,2021-12-24,0.19,3,316,0,
800546,Rental unit in Cape Town · ★4.90 · 4 bedrooms · 5 beds · 4 baths,4214801,Mary-Louise,,Ward 54,-33.9469,18.37914,Entire home/apt,16750,1,92,2023-10-13,0.85,13,313,17,
800623,Rental unit in Cape Town · ★4.92 · 2 bedrooms · 3 beds · 2 baths,4214801,Mary-Louise,,Ward 54,-33.94707,18.37825,Entire home/apt,12000,1,103,2023-12-08,0.96,13,245,11,
114218,Home in Cape Town · ★4.96 · 4 bedrooms · 4 beds · 3.5 baths,579839,Oliver,,Ward 77,-33.9386,18.39868,Entire home/apt,13328,7,24,2023-01-02,0.16,1,74,1,
801953,Rental unit in Cape Town · ★4.81 · 1 bedroom · 1 bath,4218169,Roy,,Ward 115,-33.91177,18.40159,Entire home/apt,1950,3,37,2022-09-30,0.33,1,167,0,
122455,Home in Cape Town · ★5.0 · 4 bedrooms · 5 beds · 2.5 baths,613674,Randolf,,Ward 115,-33.91026,18.40473,Entire home/apt,10714,2,21,2023-12-15,0.88,2,262,9,
801981,Home in Cape Town · ★4.95 · 3 bedrooms · 5 beds · 2 baths,4221634,Tim,,Ward 74,-34.04001,18.36203,Entire home/apt,3226,3,21,2023-12-24,0.17,1,56,6,
123012,Place to stay in Cape Town · ★4.70 · 2 beds · 1 bath,615652,Doreen,,Ward 77,-33.93136,18.40629,Entire home/apt,3200,1,33,2018-09-02,0.23,5,255,0,
807366,Home in Cape Town · ★4.92 · 2 bedrooms · 2 beds · 1 bath,4248754,Michaela,,Ward 55,-33.88519,18.48619,Entire home/apt,1434,4,25,2022-09-30,0.21,1,46,0,
123076,Place to stay in Cape Town · ★5.0 · 2 bedrooms · 4 beds · 2 baths,615652,Doreen,,Ward 77,-33.93266,18.40766,Entire home/apt,4800,1,15,2017-03-24,0.10,5,211,0,
133339,Cottage in Cape Town · ★4.86 · 1 bedroom · 1 bed · 1 shared bath,654987,Alice,,Ward 77,-33.93576,18.40402,Private room,1200,3,101,2023-11-18,0.67,3,310,9,
810042,Cottage in Cape Town · ★4.97 · 2 bedrooms · 3 beds · 1.5 baths,4260566,Carol,,Ward 64,-34.12797,18.44605,Entire home/apt,1516,3,39,2023-12-22,0.29,2,277,10,
811611,Guest suite in Cape Town · ★4.86 · 1 bedroom · 2 beds · 1 bath,4267926,Ursula,,Ward 77,-33.92922,18.40736,Entire home/apt,1371,2,284,2023-12-14,2.17,1,299,21,
146905,Home in Cape Town · ★3.33 · 3 bedrooms · 7 beds · 2 baths,710206,Pam,,Ward 23,-33.80229,18.46014,Entire home/apt,950,7,3,2020-01-10,0.03,1,0,0,
812750,Home in Cape Town · ★4.81 · 1 bedroom · 1 bed · 1 shared bath,3576139,Angela,,Ward 57,-33.9363,18.44329,Private room,650,5,83,2023-12-01,0.62,3,330,5,
200211,Rental unit in Cape Town · ★4.75 · 2 bedrooms · 2 beds · 1 bath,978466,Anne-Lotte,,Ward 54,-33.9143,18.39538,Entire home/apt,1718,3,112,2023-12-06,0.75,1,153,7,
820332,Home in Cape Town · ★4.33 · 1 bedroom · 1 bed · 1 shared bath,539579,Antony,,Ward 77,-33.93115,18.40512,Private room,1607,1,9,2022-01-01,0.07,7,17,0,
841353,Home in Cape Town · ★4.88 · 1 bedroom · 2 beds · 1.5 baths,539579,Antony,,Ward 77,-33.93229,18.40659,Private room,1607,1,8,2022-01-03,0.06,7,1,0,
841355,Home in Cape Town · ★4.25 · 1 bedroom · 1 bed · 1 bath,539579,Antony,,Ward 77,-33.93129,18.40632,Private room,1286,1,21,2023-02-24,0.16,7,1,1,
841358,Home in Cape Town · ★5.0 · 1 bedroom,539579,Antony,,Ward 77,-33.93273,18.40462,Private room,1286,1,3,2023-02-08,0.03,7,0,2,
218269,Rental unit in Cape Town · ★4.87 · 1 bedroom · 1 bed · 1 bath,255784,Don & Jaco,,Ward 115,-33.93153,18.40756,Entire home/apt,1060,2,102,2023-12-03,0.69,9,273,14,
842387,Home in Cape Town · ★4.59 · 1 bedroom · 1 bed · 1.5 baths,4397998,Adam,,Ward 77,-33.93008,18.40549,Private room,743,2,87,2023-04-09,0.66,17,287,5,
231402,Loft in Cape Town · ★4.84 · 1 bedroom · 3 beds · 1 bath,1209960,Stuart,,Ward 115,-33.90974,18.40512,Entire home/apt,2150,3,98,2022-03-28,0.67,2,244,0,
855361,Guest suite in Cape Town · ★4.83 · 2 bedrooms · 2 beds · 2 baths,4468950,Ashley & Debbie,,Ward 74,-34.01501,18.36165,Entire home/apt,3100,2,23,2023-04-30,0.18,3,213,1,
255987,Bed and breakfast in Cape Town · ★4.66 · 10 bedrooms · 16 beds · 32 shared baths,1345936,Gary,,Ward 54,-33.91478,18.39179,Private room,1024,1,64,2023-12-28,0.90,6,0,31,
857701,Home in Cape Town · ★4.90 · 3 bedrooms · 4 beds · 2 baths,4486696,Fatima,,Ward 61,-34.18236,18.42457,Entire home/apt,3000,5,29,2023-11-15,0.40,1,305,5,
858532,Loft in Cape Town · ★4.67 · 1 bedroom · 1 bed · 1 bath,4492187,Luz Zoraida,,Ward 115,-33.92523,18.42385,Entire home/apt,1443,7,36,2023-04-01,0.30,1,2,3,
861257,Home in Cape Town · ★4.54 · 1 bedroom · 1 bed · Shared half-bath,4397998,Adam,,Ward 77,-33.93011,18.40566,Private room,708,2,48,2023-12-27,0.39,17,360,4,
275876,Home in Cape Town · ★4.64 · 2 bedrooms · 3 beds · 1 bath,1441807,Martin,,Ward 77,-33.93284,18.40775,Entire home/apt,1331,2,145,2019-07-26,1.00,1,50,0,
875916,Rental unit in Cape Town · ★4.30 · 2 bedrooms · 1 bed · 1 bath,4625439,Maureen,,Ward 74,-34.00893,18.34488,Entire home/apt,2058,4,10,2023-12-15,0.16,4,333,6,
281316,Rental unit in Cape Town · ★4.65 · 1 bedroom · 2 beds · 1 bath,539579,Antony,,Ward 77,-33.93254,18.40657,Entire home/apt,1877,2,20,2016-03-13,0.14,7,34,0,
282586,Loft in Cape Town · ★4.85 · Studio · 1 bed · 1 bath,1384294,Patrick,,Ward 54,-33.92649,18.38291,Entire home/apt,4606,3,41,2023-11-30,0.38,2,293,9,
879450,Rental unit in Cape Town · ★4.84 · 1 bedroom · 1 bed · 1 bath,692331,Louie,,Ward 58,-33.97567,18.47233,Entire home/apt,1394,2,76,2022-03-20,0.61,2,321,0,
282606,Rental unit in Cape Town · ★4.93 · 1 bedroom · 1 bed · 1 shared bath,77323658,Andries,,Ward 59,-33.99628,18.46864,Private room,292,5,44,2023-12-01,0.33,4,230,4,
887577,"Home in Noordhoek, Cape Town · 4 bedrooms · 4 beds · 3.5 baths",4706907,Bridget,,Ward 69,-34.11662,18.37807,Entire home/apt,,10,2,2020-01-06,0.03,1,0,0,
283053,Rental unit in Cape Town · ★4.82 · 2 bedrooms · 4 beds · 2 baths,1209960,Stuart,,Ward 115,-33.90974,18.40512,Entire home/apt,2150,3,66,2023-02-27,0.45,2,207,1,
286894,Rental unit in Cape Town · ★4.93 · 1 bedroom · 1 bed · 1 bath,1492767,Paul,,Ward 54,-33.92169952392578,18.383554458618164,Entire home/apt,1700,5,31,2023-11-25,0.21,2,309,12,
893053,Rental unit in Cape Town · ★4.71 · 1 bedroom · 1 bed · 1 bath,4749338,Katia,,Ward 115,-33.92222,18.41999,Entire home/apt,1360,3,34,2023-10-31,0.29,2,254,2,
287211,Home in Cape Town · ★4.87 · 3 bedrooms · 4 beds · 3 baths,1494208,Fiona,,Ward 77,-33.93456,18.40321,Entire home/apt,2533,2,23,2023-12-19,0.19,1,87,3,
897063,Rental unit in Cape Town · ★4.79 · 1 bedroom · 1 bed · 1 bath,3007944,Ian,,Ward 115,-33.91144,18.4116,Entire home/apt,610,3,132,2023-12-20,1.00,4,247,37,
291205,Rental unit in Cape Town · ★4.89 · 1 bedroom · 2 beds · 1 bath,1512563,Hanne,,Ward 71,-34.07088,18.45068,Entire home/apt,920,3,20,2023-12-06,0.15,1,335,5,
900141,Cottage in Cape Town · ★4.88 · 2 bedrooms · 2 beds · 1 bath,4806391,Peter,,Ward 55,-33.87818,18.49576,Entire home/apt,1229,4,25,2023-12-20,0.23,1,313,5,
292170,Home in Cape Town · ★5.0 · 1 bedroom · 1 bed · 1 shared bath,1513113,Sandra,,Ward 115,-33.93277,18.41939,Private room,700,3,6,2022-11-18,0.06,2,356,0,
298622,Rental unit in Cape Town · ★4.94 · 1 bedroom · 3 beds · 1 bath,1539169,Diane,,Ward 61,-34.20875,18.4594,Entire home/apt,1600,2,70,2023-04-14,0.49,1,268,3,
900802,Rental unit in Cape Town · ★5.0 · 1 bedroom · 1 bed · 1 private bath,4812503,June,,Ward 58,-33.96183,18.48047,Private room,650,2,12,2023-12-06,0.26,2,293,6,
357793,Rental unit in Cape Town · ★4.75 · 2 bedrooms · 4 beds · 2 baths,1802190,Liliane,,Ward 115,-33.92528,18.42022,Entire home/apt,3000,4,215,2023-12-17,1.54,1,66,16,
906093,Rental unit in Cape Town · ★4.85 · 1 bedroom · 1 bed · 1 bath,2469634,Clyde,,Ward 115,-33.91273,18.41685,Entire home/apt,1107,5,78,2023-11-28,0.61,2,335,10,
911211,Loft in Cape Town · ★4.68 · 1 bedroom · 1 bath,615652,Doreen,,Ward 115,-33.931976,18.407118,Entire home/apt,4300,1,20,2020-02-07,0.16,5,240,0,
357993,Guest suite in Cape Town · ★4.81 · 1 bedroom · 1 bed · 1 bath,1811942,Shannon,,Ward 54,-33.96455,18.38113,Entire home/apt,2043,2,106,2023-11-17,0.88,3,160,1,
363935,Home in Cape Town · ★4.25 · 2 bedrooms · 4 beds · 2 baths,1838554,Antje,,Ward 64,-34.10183,18.47495,Entire home/apt,2000,14,4,2020-12-30,0.04,1,7,0,
919640,Home in Cape Town · 4 bedrooms · 4 beds · 3 baths,4940476,Andrew,,Ward 73,-34.0225,18.45536,Entire home/apt,9247,14,0,,,1,0,0,
930318,Serviced apartment in Bakoven · ★4.60 · 2 bedrooms · 2 beds · 2.5 baths,5011034,Kerri And Kelly From Blue Views,,Ward 54,-33.96152,18.37411,Entire home/apt,20714,4,10,2020-12-09,0.08,8,209,0,
930469,Serviced apartment in Cape Town · ★4.83 · 5 bedrooms · 5 beds · 5.5 baths,5011034,Kerri And Kelly From Blue Views,,Ward 54,-33.95931,18.3766,Entire home/apt,27929,3,12,2020-12-15,0.17,8,215,0,
930476,Serviced apartment in Cape Town · ★4.85 · 7 bedrooms · 7 beds · 7.5 baths,5011034,Kerri And Kelly From Blue Views,,Ward 54,-33.96041,18.37494,Entire home/apt,37500,3,13,2023-10-20,0.16,8,221,1,
930482,Serviced apartment in Bakoven · ★5.0 · 4 bedrooms · 4 beds · 4.5 baths,5011034,Kerri And Kelly From Blue Views,,Ward 54,-33.96065,18.37492,Entire home/apt,27000,1,4,2019-03-03,0.06,8,228,0,
930488,Home in Cape Town · ★4.71 · 7 bedrooms · 7 beds · 7.5 baths,5011034,Kerri And Kelly From Blue Views,,Ward 54,-33.96035,18.37424,Entire home/apt,9000,3,7,2019-11-19,0.09,8,0,0,
370531,Home in Cape Town · ★4.91 · 2 bedrooms · 2 beds · 1.5 baths,1867661,Claudia,,Ward 57,-33.939449310302734,18.467430114746094,Entire home/apt,1400,7,22,2023-06-10,0.15,1,67,2,
933618,Rental unit in Cape Town · ★4.98 · Studio · 1 bed · 1 bath,5033305,Jono,,Ward 54,-33.95367,18.38623,Entire home/apt,1994,4,246,2023-12-15,1.87,1,106,18,
390198,Rental unit in Cape Town · ★5.0 · 1 bedroom · 1 bed · 1 shared bath,1952066,Rita,,Ward 54,-33.91351,18.39218,Private room,495,4,62,2023-10-31,0.43,7,0,4,
957549,Home in Cape Town · ★4.92 · 1 bedroom · 1 bath,5207475,Beth,,Ward 57,-33.95185,18.48103,Entire home/apt,950,3,62,2023-12-15,0.51,1,320,13,
395538,Rental unit in Cape Town · ★4.57 · 2 bedrooms · 4 beds · 2.5 baths,1976676,Hiske,,Ward 115,-33.924,18.42221,Entire home/apt,3600,5,7,2018-01-02,0.05,1,261,0,
969627,Villa in Cape Town · ★5.0 · 3 bedrooms · 3 beds · 2 baths,5295920,Laura,,Ward 113,-33.82998,18.50052,Entire home/apt,2385,14,3,2016-11-24,0.03,1,357,0,
400107,Villa in Cape Town · ★4.98 · 5 bedrooms · 6 beds · 5.5 baths,1997313,Shirley,,Ward 54,-33.95426,18.37938,Entire home/apt,13000,2,49,2023-12-26,0.37,3,259,10,
428550,Home in Cape Town · 4 bedrooms · 4 beds · 4 baths,2130446,Heather,,Ward 61,-34.137981,18.328871,Entire home/apt,3969,2,2,2015-04-27,0.02,3,353,0,
988881,Rental unit in Cape Town · 1 bedroom · 1 bed · 2 baths,5428414,Naomi,,Ward 74,-34.03418,18.36039,Entire home/apt,471,360,0,,,1,0,0,
443237,Rental unit in Cape Town · ★5.0 · 2 bedrooms · 4 beds · 1 bath,2202209,Julia,,Ward 77,-33.93907,18.41643,Entire home/apt,1171,3,3,2014-12-28,0.02,1,293,0,
991674,Home in Cape Town · ★4.75 · 3 bedrooms · 4 beds · 1 bath,333963000,Jacqueline,,Ward 64,-34.08934,18.464,Entire home/apt,2129,6,4,2020-12-28,0.05,2,248,0,
1002060,Home in Cape Town · ★4.31 · 3 bedrooms · 5 beds · 2 baths,5510268,Natalie,,Ward 61,-34.19545,18.44126,Entire home/apt,2285,14,16,2023-10-10,0.18,9,334,1,
469356,Cottage in Cape Town · ★5.0 · 3 bedrooms · 3 beds · 1 bath,2256975,Diana,,Ward 71,-34.06806,18.41225,Entire home/apt,4214,3,12,2023-12-19,0.20,1,284,9,
1004855,Rental unit in Cape Town · ★5.0 · 1 bedroom · 1 bed · 1 bath,5527126,Elize,,Ward 54,-33.96331,18.37749,Entire home/apt,1892,4,6,2020-02-17,0.05,19,269,0,
471729,Cottage in Cape Town · ★4.65 · 1 bedroom · 2 beds · 1 bath,2339584,Gregory,,Ward 61,-34.19988,18.37755,Entire home/apt,1112,2,65,2023-10-08,0.59,2,304,1,
1005168,Home in Cape Town · ★4.88 · 4 bedrooms · 5 beds · 3.5 baths,5528437,Nicky,,Ward 74,-34.01224,18.35791,Entire home/apt,6500,12,8,2023-01-07,0.07,1,341,1,
1007850,Rental unit in Cape Town · ★3.67 · 1 bedroom · 2 beds · 1 bath,5509428,Cape Eazi Stayz,,Ward 115,-33.92369,18.42291,Entire home/apt,1920,2,3,2017-05-07,0.03,25,206,0,
473856,Rental unit in Cape Town · ★4.86 · 1 bedroom · 2 beds · 1 bath,2349400,Katrin,,Ward 115,-33.92786,18.41642,Entire home/apt,2500,1,175,2023-12-19,1.25,4,257,11,
1012627,Loft in Cape Town · ★4.07 · 1 bedroom · 1 bed · 1 bath,5509428,Cape Eazi Stayz,,Ward 115,-33.92286,18.42279,Entire home/apt,1600,1,15,2023-04-30,0.19,25,209,4,
1013146,Home in Cape Town · ★4.95 · 1 bedroom · 1 bed · 1 shared bath,77323658,Andries,,Ward 59,-33.99646,18.46759,Private room,380,5,21,2023-04-17,0.17,4,337,4,
474596,Home in Cape Town · ★5.0 · 5 bedrooms · 5 beds · 5.5 baths,2352753,Cindy,,Ward 58,-33.96919,18.4882,Entire home/apt,8000,10,3,2023-02-18,0.04,1,337,1,
1019660,Home in Cape Town · 4 bedrooms · 5 beds · 3 baths,5613711,Sandra,,Ward 73,-34.04493,18.46011,Entire home/apt,2400,2,0,,,1,0,0,
1040292,Rental unit in Cape Town · ★3.67 · 1 bedroom · 1 bed · 1 bath,5509428,Cape Eazi Stayz,,Ward 115,-33.92289,18.42173,Entire home/apt,1920,2,3,2015-04-07,0.03,25,239,0,
1040329,Rental unit in Cape Town · ★4.50 · 1 bedroom · 3 beds · 2 baths,5509428,Cape Eazi Stayz,,Ward 115,-33.92528,18.42274,Entire home/apt,2880,1,10,2021-11-17,0.09,25,159,0,
487252,Rental unit in Cape Town · ★4.57 · 1 bedroom · 1 bed · 1 bath,914135,Cape Standard,,Ward 115,-33.90968,18.41102,Entire home/apt,2051,3,38,2023-12-11,0.27,2,324,5,
1041922,Home in Cape Town · ★4.61 · 6 bedrooms · 8 beds · 5 baths,4073500,James,,Ward 54,-33.95875,18.38149,Entire home/apt,24800,2,44,2020-03-23,0.37,1,0,0,
1043446,Rental unit in Cape Town · ★4.13 · 1 bedroom · 1 bed · 1 bath,5509428,Cape Eazi Stayz,,Ward 115,-33.92285,18.4235,Entire home/apt,1520,1,8,2023-03-21,0.07,25,230,3,
487261,Rental unit in Cape Town · ★4.80 · 1 bedroom · 1 bed,914135,Cape Standard,,Ward 77,-33.92696,18.40316,Private room,,2,6,2021-11-11,0.04,2,0,0,
501475,Rental unit in Cape Town · ★4.92 · 2 bedrooms · 2 beds · 1 bath,2474454,Paul,,Ward 54,-33.92016,18.38566,Entire home/apt,1497,4,25,2023-05-28,0.19,1,209,6,
1044351,Rental unit in Cape Town · 1 bedroom · 1 bed · 1 bath,5509428,Cape Eazi Stayz,,Ward 115,-33.92362,18.42192,Entire home/apt,1920,1,2,2021-12-09,0.02,25,226,0,
1046677,Rental unit in Cape Town · ★4.67 · 1 bedroom · 1 bed · 1 bath,5509428,Cape Eazi Stayz,,Ward 115,-33.91705,18.42472,Entire home/apt,1400,1,6,2023-02-26,0.06,25,223,1,
1047449,Rental unit in Cape Town · ★4.50 · 1 bedroom · 1 bed · 1 bath,5509428,Cape Eazi Stayz,,Ward 115,-33.91918,18.4245,Entire home/apt,1300,1,6,2023-02-23,0.06,25,219,2,
511147,Home in Cape Town · 2 bedrooms · 3 beds · 2 baths,2459900,Odette,,Ward 115,-33.90792,18.40452,Entire home/apt,1424,180,1,2022-10-15,0.07,1,252,0,
1049588,Serviced apartment in Cape Town · ★4.36 · 2 bedrooms · 2 beds · 2 baths,5509428,Cape Eazi Stayz,,Ward 115,-33.91847,18.42314,Hotel room,3200,1,25,2023-05-27,0.20,25,1,5,
1049807,Serviced apartment in Cape Town · ★4.21 · 2 bedrooms · 3 beds · 2 baths,5509428,Cape Eazi Stayz,,Ward 115,-33.91519,18.4183,Hotel room,3200,2,14,2022-07-31,0.12,25,156,0,
1049961,Rental unit in Cape Town · ★4.48 · 2 bedrooms · 3 beds · 1 bath,5509428,Cape Eazi Stayz,,Ward 115,-33.90026,18.4045,Entire home/apt,2800,1,25,2023-08-20,0.22,25,165,11,
1050007,Rental unit in Cape Town · ★4.63 · 1 bedroom · 1 bed · 1 bath,5509428,Cape Eazi Stayz,,Ward 115,-33.92655,18.41475,Entire home/apt,1220,1,8,2019-03-05,0.08,25,238,0,
514629,Condo in Cape Town · ★4.82 · 1 bedroom · 1 bed · 1 bath,2534542,Tim & Diana,,Ward 77,-33.9369,18.43148,Entire home/apt,1024,8,57,2023-01-01,0.44,1,301,1,
1058642,Guesthouse in Cape Town · ★4.95 · 2 bedrooms · 2 beds · 2 baths,5807357,Michaeljon,,Ward 54,-33.9514,18.38436,Entire home/apt,4499,2,255,2023-11-27,2.61,1,0,40,
516875,Rental unit in Cape Town · ★4.66 · 2 bedrooms · 2 beds · 2 baths,302466468,Donovan,,Ward 115,-33.91501,18.41935,Entire home/apt,3678,2,84,2023-02-09,0.62,2,204,1,
